DISTRICT_ASSIGNED,OpenYear,OpenQuarter,OpenMonthNum,StatusCurrent,TotalCases,Cases_NoInspection,Cases_Habitability,Cases_Retaliation,Cases_Retaliation_DuringMoratorium,Cases_WithNOV
2.0,2021,Q4,11,Completed,141,73,72,0,0,0
2.0,2021,Q4,11,EO Vacate Close Issued,1,0,1,0,0,0
2.0,2021,Q4,11,Initiated,1,1,1,0,0,0
2.0,2021,Q4,11,NOV Issued,3,2,3,0,0,0
2.0,2021,Q4,11,Open Duplicate,1,1,0,0,0,0
2.0,2021,Q4,11,Under Investigation,5,3,0,0,0,0
2.0,2021,Q4,11,Warning,1,0,1,0,0,0
2.0,2021,Q4,12,Citation Issued,1,0,0,0,0,0
2.0,2021,Q4,12,Closed,12,11,9,0,0,0
2.0,2021,Q4,12,Completed,68,46,21,2,2,0
2.0,2021,Q4,12,Initiated,2,0,2,0,0,0
2.0,2021,Q4,12,NOV Issued,3,2,3,0,0,0
2.0,2021,Q4,12,Under Investigation,3,3,0,0,0,0
2.0,2022,Q1,1,Application Completed,1,1,1,0,0,0
2.0,2022,Q1,1,Citation Issued,1,1,1,0,0,0
2.0,2022,Q1,1,Closed,39,38,35,1,1,0
2.0,2022,Q1,1,Completed,114,74,42,1,1,0
2.0,2022,Q1,1,EO Vacate Close Issued,2,0,2,0,0,0
2.0,2022,Q1,1,Issued,1,1,1,0,0,0
2.0,2022,Q1,1,Open Duplicate,2,2,1,0,0,0
2.0,2022,Q1,1,Under Investigation,5,2,1,0,0,0
2.0,2022,Q1,2,Closed,27,24,19,1,1,0
2.0,2022,Q1,2,Completed,92,68,37,3,3,0
2.0,2022,Q1,2,EO Vacate Close Issued,2,0,2,0,0,0
2.0,2022,Q1,2,Initiated,3,2,3,0,0,0
2.0,2022,Q1,2,NOV Issued,1,1,1,0,0,0
2.0,2022,Q1,2,Open Duplicate,2,2,1,0,0,0
2.0,2022,Q1,2,Under Investigation,7,6,1,0,0,0
2.0,2022,Q1,2,Withdrawn,1,0,0,0,0,0
2.0,2022,Q1,3,Closed,41,39,37,2,0,0
2.0,2022,Q1,3,Completed,135,100,48,4,0,0
2.0,2022,Q1,3,EO Repair Restore Issued,1,1,1,0,0,0
2.0,2022,Q1,3,Initiated,2,2,2,0,0,0
2.0,2022,Q1,3,Issued,1,1,1,0,0,0
2.0,2022,Q1,3,NOV Issued,2,2,2,0,0,0
2.0,2022,Q1,3,Open Duplicate,3,3,1,0,0,0
2.0,2022,Q1,3,Under Investigation,6,5,2,1,0,0
2.0,2022,Q2,4,Closed,25,22,22,2,0,0
2.0,2022,Q2,4,Completed,105,61,35,1,0,0
2.0,2022,Q2,4,Open Duplicate,1,1,0,0,0,0
2.0,2022,Q2,4,Under Investigation,20,19,16,2,0,0
2.0,2022,Q2,5,Closed,18,16,15,0,0,0
2.0,2022,Q2,5,Completed,148,102,53,6,0,0
2.0,2022,Q2,5,EO Repair Restore Issued,1,1,1,0,0,0
2.0,2022,Q2,5,Initiated,1,1,1,0,0,0
2.0,2022,Q2,5,NOV Issued,3,1,3,0,0,0
2.0,2022,Q2,5,Open Duplicate,1,1,1,0,0,0
2.0,2022,Q2,5,Under Investigation,13,13,11,1,0,0
2.0,2022,Q2,5,Withdrawn,1,0,1,0,0,0
2.0,2022,Q2,6,Closed,31,30,20,1,0,0
2.0,2022,Q2,6,Completed,187,146,44,2,0,0
2.0,2022,Q2,6,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2022,Q2,6,NOV Issued,6,5,6,0,0,0
2.0,2022,Q2,6,Open Duplicate,1,1,0,0,0,0
2.0,2022,Q2,6,Reviews Completed,1,1,1,0,0,0
2.0,2022,Q2,6,Under Investigation,10,8,4,0,0,0
2.0,2022,Q3,7,Closed,41,37,23,4,0,0
2.0,2022,Q3,7,Completed,201,155,52,5,0,0
2.0,2022,Q3,7,Initiated,1,1,1,0,0,0
2.0,2022,Q3,7,NOV Issued,2,1,2,0,0,0
2.0,2022,Q3,7,Open Duplicate,3,3,1,0,0,0
2.0,2022,Q3,7,Under Investigation,24,21,17,1,0,0
2.0,2022,Q3,8,Closed,34,33,19,0,0,0
2.0,2022,Q3,8,Completed,162,116,36,2,0,0
2.0,2022,Q3,8,NOV Issued,7,5,5,0,0,0
2.0,2022,Q3,8,Open Duplicate,1,1,0,0,0,0
2.0,2022,Q3,8,Under Investigation,14,12,6,0,0,0
2.0,2022,Q3,9,Closed,26,21,7,1,0,0
2.0,2022,Q3,9,Completed,146,92,41,2,0,0
2.0,2022,Q3,9,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2022,Q3,9,Initiated,2,2,0,0,0,0
2.0,2022,Q3,9,Open Duplicate,1,1,0,0,0,0
2.0,2022,Q3,9,Under Investigation,13,13,9,0,0,0
2.0,2022,Q3,9,Warning,1,0,0,0,0,0
2.0,2022,Q4,10,Closed,19,18,13,0,0,0
2.0,2022,Q4,10,Completed,134,94,47,4,0,0
2.0,2022,Q4,10,NOV Issued,8,8,0,0,0,0
2.0,2022,Q4,10,Open Duplicate,1,1,1,0,0,0
2.0,2022,Q4,10,Referred to Law,1,0,0,0,0,0
2.0,2022,Q4,10,Under Investigation,8,6,3,0,0,0
2.0,2022,Q4,11,Closed,12,12,9,0,0,0
2.0,2022,Q4,11,Completed,122,82,38,1,0,0
2.0,2022,Q4,11,EO Vacate Close Issued,4,0,0,0,0,0
2.0,2022,Q4,11,NOV Issued,1,1,0,0,0,0
2.0,2022,Q4,11,Open Duplicate,1,0,0,0,0,0
2.0,2022,Q4,11,Under Investigation,16,15,10,0,0,0
2.0,2022,Q4,11,Withdrawn,1,0,0,0,0,0
2.0,2022,Q4,12,Closed,20,17,12,1,0,0
2.0,2022,Q4,12,Completed,135,85,40,5,0,0
2.0,2022,Q4,12,Initiated,4,3,0,0,0,0
2.0,2022,Q4,12,Open Duplicate,2,2,1,0,0,0
2.0,2022,Q4,12,Under Investigation,8,7,6,1,0,0
2.0,2023,Q1,1,Citation Issued,1,0,0,0,0,0
2.0,2023,Q1,1,Closed,26,26,20,1,0,0
2.0,2023,Q1,1,Completed,129,81,33,4,0,0
2.0,2023,Q1,1,Initiated,1,0,0,0,0,0
2.0,2023,Q1,1,NOV Issued,1,1,0,0,0,0
2.0,2023,Q1,1,Under Investigation,16,12,8,0,0,0
2.0,2023,Q1,2,Closed,27,25,20,1,0,0
2.0,2023,Q1,2,Completed,108,67,22,2,0,0
2.0,2023,Q1,2,Initiated,3,3,1,0,0,0
2.0,2023,Q1,2,NOV Issued,3,3,0,0,0,0
2.0,2023,Q1,2,Open Duplicate,1,1,0,0,0,0
2.0,2023,Q1,2,Under Investigation,15,9,9,0,0,0
2.0,2023,Q1,3,Closed,23,21,15,2,0,0
2.0,2023,Q1,3,Completed,113,64,33,2,0,0
2.0,2023,Q1,3,Hazard Correction Order Issued,1,1,0,0,0,0
2.0,2023,Q1,3,Initiated,4,4,2,0,0,0
2.0,2023,Q1,3,NOV Issued,2,1,0,0,0,0
2.0,2023,Q1,3,Referred to Law,2,0,1,0,0,0
2.0,2023,Q1,3,Under Investigation,24,14,17,1,0,0
2.0,2023,Q2,4,Closed,25,22,13,1,0,0
2.0,2023,Q2,4,Completed,131,94,30,6,0,0
2.0,2023,Q2,4,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2023,Q2,4,Initiated,2,2,0,0,0,0
2.0,2023,Q2,4,NOV Issued,1,0,0,0,0,0
2.0,2023,Q2,4,Stop Work Issued,1,0,0,0,0,0
2.0,2023,Q2,4,Under Investigation,28,23,13,1,0,0
2.0,2023,Q2,5,Closed,28,26,20,1,0,0
2.0,2023,Q2,5,Completed,187,116,33,7,0,0
2.0,2023,Q2,5,NOV Issued,4,0,1,0,0,0
2.0,2023,Q2,5,Open Duplicate,2,2,0,0,0,0
2.0,2023,Q2,5,Referred to Law,1,1,1,1,0,0
2.0,2023,Q2,5,Under Investigation,16,14,8,1,0,0
2.0,2023,Q2,6,Closed,22,21,14,5,0,0
2.0,2023,Q2,6,Completed,235,156,25,4,0,0
2.0,2023,Q2,6,NOV Issued,1,1,0,0,0,0
2.0,2023,Q2,6,Open Duplicate,2,1,1,0,0,0
2.0,2023,Q2,6,Under Investigation,18,18,12,1,0,0
2.0,2023,Q2,6,Withdrawn,1,0,0,0,0,0
2.0,2023,Q3,7,Citation Issued,1,0,0,0,0,0
2.0,2023,Q3,7,Closed,26,22,16,1,0,0
2.0,2023,Q3,7,Completed,229,149,33,5,0,0
2.0,2023,Q3,7,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2023,Q3,7,Initiated,6,5,2,0,0,0
2.0,2023,Q3,7,NOV Issued,1,1,0,0,0,0
2.0,2023,Q3,7,Under Investigation,38,33,14,2,0,0
2.0,2023,Q3,7,Warning,2,1,0,0,0,0
2.0,2023,Q3,7,Withdrawn,1,0,0,0,0,0
2.0,2023,Q3,8,Closed,39,38,32,3,0,0
2.0,2023,Q3,8,Completed,149,86,17,3,0,0
2.0,2023,Q3,8,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2023,Q3,8,Initiated,3,3,0,0,0,0
2.0,2023,Q3,8,NOV Issued,3,2,0,0,0,0
2.0,2023,Q3,8,Under Investigation,30,23,15,1,0,0
2.0,2023,Q3,8,Withdrawn,1,0,0,0,0,0
2.0,2023,Q3,9,Closed,31,31,23,2,0,0
2.0,2023,Q3,9,Completed,149,75,22,4,0,0
2.0,2023,Q3,9,Initiated,2,2,0,0,0,0
2.0,2023,Q3,9,NOV Issued,1,0,1,0,0,0
2.0,2023,Q3,9,Open Duplicate,1,1,1,0,0,0
2.0,2023,Q3,9,Under Investigation,22,21,14,2,0,0
2.0,2023,Q4,10,Closed,17,16,8,0,0,0
2.0,2023,Q4,10,Completed,161,91,30,4,0,0
2.0,2023,Q4,10,Initiated,5,4,0,0,0,0
2.0,2023,Q4,10,NOV Issued,5,2,0,0,0,0
2.0,2023,Q4,10,Open Duplicate,1,1,0,0,0,0
2.0,2023,Q4,10,Referred to Law,1,0,0,0,0,0
2.0,2023,Q4,10,Under Investigation,33,29,21,3,0,0
2.0,2023,Q4,10,Warning,1,1,1,0,0,0
2.0,2023,Q4,10,Withdrawn,1,0,0,0,0,0
2.0,2023,Q4,11,Closed,11,10,6,1,0,0
2.0,2023,Q4,11,Completed,107,42,19,1,0,0
2.0,2023,Q4,11,Compliance Achieved,1,1,0,0,0,0
2.0,2023,Q4,11,Initiated,2,2,0,0,0,0
2.0,2023,Q4,11,Open Duplicate,2,2,0,0,0,0
2.0,2023,Q4,11,Under Investigation,27,22,10,1,0,0
2.0,2023,Q4,12,Closed,14,13,7,0,0,0
2.0,2023,Q4,12,Completed,102,48,25,4,0,0
2.0,2023,Q4,12,Hazard Correction Order Issued,1,1,0,0,0,0
2.0,2023,Q4,12,Initiated,1,1,0,0,0,0
2.0,2023,Q4,12,NOV Issued,1,0,0,0,0,0
2.0,2023,Q4,12,Reviews In Process,1,1,1,0,0,0
2.0,2023,Q4,12,Under Investigation,30,21,17,3,0,0
2.0,2023,Q4,12,Warning,1,1,0,0,0,0
2.0,2024,Q1,1,Closed,18,18,13,0,0,0
2.0,2024,Q1,1,Completed,130,68,46,7,0,0
2.0,2024,Q1,1,Initiated,1,1,0,0,0,0
2.0,2024,Q1,1,Open Duplicate,7,7,2,0,0,0
2.0,2024,Q1,1,Under Investigation,41,36,32,3,0,0
2.0,2024,Q1,2,Closed,16,15,11,0,0,0
2.0,2024,Q1,2,Completed,114,50,28,5,0,0
2.0,2024,Q1,2,Hazard Correction Order Issued,1,0,0,0,0,0
2.0,2024,Q1,2,Initiated,2,2,2,0,0,0
2.0,2024,Q1,2,NOV Issued,2,1,0,0,0,0
2.0,2024,Q1,2,Open Duplicate,1,1,1,1,0,0
2.0,2024,Q1,2,Under Investigation,37,34,22,0,0,0
2.0,2024,Q1,3,Closed,15,15,10,0,0,0
2.0,2024,Q1,3,Completed,145,61,22,8,0,0
2.0,2024,Q1,3,Initiated,5,3,1,2,0,0
2.0,2024,Q1,3,NOV Issued,2,1,0,0,0,0
2.0,2024,Q1,3,Under Investigation,28,27,16,0,0,0
2.0,2024,Q1,3,Warning,1,1,0,0,0,0
2.0,2024,Q2,4,Closed,21,21,14,0,0,0
2.0,2024,Q2,4,Completed,170,79,20,5,0,0
2.0,2024,Q2,4,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2024,Q2,4,Initiated,1,1,0,0,0,0
2.0,2024,Q2,4,NOV Issued,9,7,0,0,0,0
2.0,2024,Q2,4,Open Duplicate,1,1,0,0,0,0
2.0,2024,Q2,4,Reviews Completed,1,1,1,0,0,0
2.0,2024,Q2,4,Under Investigation,24,21,17,0,0,0
2.0,2024,Q2,4,Warning,1,0,0,0,0,0
2.0,2024,Q2,4,Withdrawn,1,0,0,0,0,0
2.0,2024,Q2,5,Citation Issued,2,0,0,0,0,0
2.0,2024,Q2,5,Closed,17,16,13,0,0,0
2.0,2024,Q2,5,Completed,171,73,19,3,0,0
2.0,2024,Q2,5,Hazard Correction Order Issued,1,1,0,0,0,0
2.0,2024,Q2,5,Initiated,4,1,0,0,0,0
2.0,2024,Q2,5,NOV Issued,3,1,1,0,0,0
2.0,2024,Q2,5,Open Duplicate,2,2,0,0,0,0
2.0,2024,Q2,5,Referred to Law,1,0,0,0,0,0
2.0,2024,Q2,5,Under Investigation,34,27,16,0,0,0
2.0,2024,Q2,5,Withdrawn,2,0,0,0,0,0
2.0,2024,Q2,6,Citation Issued,1,1,0,0,0,0
2.0,2024,Q2,6,Closed,22,19,12,2,0,0
2.0,2024,Q2,6,Completed,170,62,17,3,0,0
2.0,2024,Q2,6,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2024,Q2,6,Initiated,1,1,0,0,0,0
2.0,2024,Q2,6,NOV Issued,3,2,0,0,0,0
2.0,2024,Q2,6,Open Duplicate,2,2,0,0,0,0
2.0,2024,Q2,6,Under Investigation,16,13,0,2,0,0
2.0,2024,Q2,6,Warning,1,1,0,0,0,0
2.0,2024,Q3,7,Citation Issued,2,0,0,0,0,0
2.0,2024,Q3,7,Closed,19,16,11,0,0,0
2.0,2024,Q3,7,Completed,192,83,27,7,0,0
2.0,2024,Q3,7,Initiated,1,1,0,0,0,0
2.0,2024,Q3,7,Issued,1,1,1,0,0,0
2.0,2024,Q3,7,NOV Issued,5,2,3,1,0,0
2.0,2024,Q3,7,Under Investigation,13,12,2,1,0,0
2.0,2024,Q3,8,Citation Issued,1,0,0,0,0,0
2.0,2024,Q3,8,Closed,28,27,18,1,0,0
2.0,2024,Q3,8,Completed,199,80,34,4,0,0
2.0,2024,Q3,8,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2024,Q3,8,Initiated,5,5,1,0,0,0
2.0,2024,Q3,8,NOV Issued,4,1,1,0,0,0
2.0,2024,Q3,8,Open Duplicate,2,2,1,0,0,0
2.0,2024,Q3,8,Reviews Completed,1,1,1,0,0,0
2.0,2024,Q3,8,Under Investigation,18,12,5,2,0,0
2.0,2024,Q3,9,Closed,22,21,16,0,0,0
2.0,2024,Q3,9,Completed,140,73,22,3,0,0
2.0,2024,Q3,9,Initiated,1,0,0,0,0,0
2.0,2024,Q3,9,NOV Issued,2,2,0,0,0,0
2.0,2024,Q3,9,Under Investigation,19,15,3,0,0,0
2.0,2024,Q4,10,Closed,13,13,6,0,0,0
2.0,2024,Q4,10,Completed,130,66,29,5,0,0
2.0,2024,Q4,10,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2024,Q4,10,Initiated,1,1,0,0,0,0
2.0,2024,Q4,10,NOV Issued,5,2,2,0,0,0
2.0,2024,Q4,10,Open Duplicate,1,1,0,0,0,0
2.0,2024,Q4,10,Under Investigation,13,10,3,0,0,0
2.0,2024,Q4,10,Warning,1,0,0,0,0,0
2.0,2024,Q4,11,Closed,16,16,12,0,0,0
2.0,2024,Q4,11,Completed,120,68,35,5,0,0
2.0,2024,Q4,11,Initiated,1,1,1,1,0,0
2.0,2024,Q4,11,Issued,1,1,1,0,0,0
2.0,2024,Q4,11,NOV Issued,1,1,0,0,0,0
2.0,2024,Q4,11,Open Duplicate,1,1,0,0,0,0
2.0,2024,Q4,11,Under Investigation,11,9,0,0,0,0
2.0,2024,Q4,12,Closed,9,7,8,0,0,0
2.0,2024,Q4,12,Completed,118,62,29,4,0,0
2.0,2024,Q4,12,EO Vacate Close Issued,4,0,0,0,0,0
2.0,2024,Q4,12,Initiated,2,2,2,0,0,0
2.0,2024,Q4,12,NOV Issued,1,0,0,0,0,0
2.0,2024,Q4,12,Open Duplicate,3,3,0,0,0,0
2.0,2024,Q4,12,Under Investigation,19,15,4,2,0,0
2.0,2025,Q1,1,Closed,28,26,18,3,0,0
2.0,2025,Q1,1,Completed,128,65,33,3,0,0
2.0,2025,Q1,1,EO Vacate Close Issued,5,0,0,0,0,0
2.0,2025,Q1,1,NOV Issued,7,5,0,0,0,0
2.0,2025,Q1,1,Under Investigation,19,17,2,2,0,0
2.0,2025,Q1,1,Warning,1,0,0,0,0,0
2.0,2025,Q1,2,Closed,11,10,7,0,0,0
2.0,2025,Q1,2,Completed,108,62,21,6,0,0
2.0,2025,Q1,2,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2025,Q1,2,Initiated,1,1,0,0,0,0
2.0,2025,Q1,2,NOV Issued,4,1,3,1,0,0
2.0,2025,Q1,2,Open Duplicate,3,2,0,0,0,0
2.0,2025,Q1,2,Under Investigation,19,14,1,0,0,0
2.0,2025,Q1,2,Warning,1,1,0,0,0,0
2.0,2025,Q1,3,Citation Issued,1,1,0,0,0,0
2.0,2025,Q1,3,Closed,29,25,14,1,0,0
2.0,2025,Q1,3,Completed,130,78,31,7,0,0
2.0,2025,Q1,3,Compliance Achieved,1,0,0,0,0,0
2.0,2025,Q1,3,EO Vacate Close Issued,6,0,0,0,0,0
2.0,2025,Q1,3,Initiated,1,1,0,0,0,0
2.0,2025,Q1,3,NOV Issued,1,0,1,0,0,0
2.0,2025,Q1,3,Open Duplicate,3,3,0,0,0,0
2.0,2025,Q1,3,Under Investigation,18,15,4,1,0,0
2.0,2025,Q2,4,Citation Issued,1,0,0,0,0,0
2.0,2025,Q2,4,Closed,18,15,12,1,0,0
2.0,2025,Q2,4,Completed,173,95,31,7,0,0
2.0,2025,Q2,4,Initiated,6,5,0,0,0,0
2.0,2025,Q2,4,NOV Issued,2,1,0,0,0,0
2.0,2025,Q2,4,Open Duplicate,3,3,0,0,0,0
2.0,2025,Q2,4,Under Investigation,23,18,4,0,0,0
2.0,2025,Q2,4,Warning,2,1,0,0,0,0
2.0,2025,Q2,5,Closed,13,12,7,0,0,0
2.0,2025,Q2,5,Completed,153,78,21,1,0,0
2.0,2025,Q2,5,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2025,Q2,5,Hazard Correction Order Issued,1,1,0,0,0,0
2.0,2025,Q2,5,Initiated,6,1,0,0,0,0
2.0,2025,Q2,5,NOV Issued,5,5,0,0,0,0
2.0,2025,Q2,5,Open Duplicate,3,3,1,0,0,0
2.0,2025,Q2,5,Reviews Completed,2,2,2,0,0,0
2.0,2025,Q2,5,Under Investigation,20,16,4,0,0,0
2.0,2025,Q2,5,Warning,1,0,0,0,0,0
2.0,2025,Q2,6,Closed,25,24,13,1,0,0
2.0,2025,Q2,6,Completed,201,106,28,5,0,0
2.0,2025,Q2,6,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2025,Q2,6,Hazard Correction Order Issued,1,1,0,0,0,0
2.0,2025,Q2,6,Initiated,2,2,0,0,0,0
2.0,2025,Q2,6,NOV Issued,5,1,2,0,0,0
2.0,2025,Q2,6,Open Duplicate,9,9,0,0,0,0
2.0,2025,Q2,6,Referred to Law,1,0,1,0,0,0
2.0,2025,Q2,6,Under Investigation,34,31,4,1,0,0
2.0,2025,Q3,7,Closed,29,26,12,0,0,0
2.0,2025,Q3,7,Completed,168,110,25,0,0,0
2.0,2025,Q3,7,EO Vacate Close Issued,5,0,0,0,0,0
2.0,2025,Q3,7,Hazard Correction Order Issued,1,1,0,0,0,0
2.0,2025,Q3,7,Initiated,9,7,2,0,0,0
2.0,2025,Q3,7,NOV Issued,4,2,1,0,0,0
2.0,2025,Q3,7,Open Duplicate,6,6,1,0,0,0
2.0,2025,Q3,7,Under Investigation,103,95,9,0,0,0
2.0,2025,Q3,7,Warning,1,0,0,0,0,0
2.0,2025,Q3,8,Closed,23,23,13,0,0,0
2.0,2025,Q3,8,Completed,84,54,14,4,0,0
2.0,2025,Q3,8,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2025,Q3,8,Initiated,4,3,4,0,0,0
2.0,2025,Q3,8,NOV Issued,4,2,0,0,0,0
2.0,2025,Q3,8,Open Duplicate,20,20,3,0,0,0
2.0,2025,Q3,8,Reviews In Process,2,2,2,0,0,0
2.0,2025,Q3,8,Under Investigation,111,109,16,1,0,0
2.0,2025,Q3,9,Citation Issued,1,1,0,0,0,0
2.0,2025,Q3,9,Closed,10,9,8,0,0,0
2.0,2025,Q3,9,Completed,65,51,11,5,0,0
2.0,2025,Q3,9,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2025,Q3,9,Hazard Correction Order Issued,1,1,0,0,0,0
2.0,2025,Q3,9,Initiated,5,5,2,0,0,0
2.0,2025,Q3,9,NOV Issued,3,2,0,0,0,0
2.0,2025,Q3,9,Open Duplicate,18,18,4,0,0,0
2.0,2025,Q3,9,Under Investigation,112,109,21,1,0,0
2.0,2025,Q3,9,Warning,2,1,0,0,0,0
2.0,2025,Q4,10,Closed,9,9,8,1,0,0
2.0,2025,Q4,10,Completed,21,15,5,2,0,0
2.0,2025,Q4,10,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2025,Q4,10,Initiated,34,32,25,0,0,0
2.0,2025,Q4,10,NOV Issued,3,0,1,0,0,0
2.0,2025,Q4,10,Open Duplicate,4,4,3,0,0,0
2.0,2025,Q4,10,Under Investigation,78,72,24,4,0,0
2.0,2025,Q4,10,Warning,2,1,0,1,0,0
3.0,2003,Q4,11,Completed,43,12,16,0,0,0
3.0,2003,Q4,11,Issued,1,1,1,0,0,0
3.0,2003,Q4,12,Completed,58,11,11,0,0,0
3.0,2004,Q1,1,Completed,78,22,32,0,0,0
3.0,2004,Q1,2,Completed,78,10,19,0,0,0
3.0,2004,Q1,3,Closed,1,1,0,0,0,0
3.0,2004,Q1,3,Completed,96,7,15,2,0,0
3.0,2004,Q2,4,Closed,1,1,0,0,0,0
3.0,2004,Q2,4,Completed,88,10,15,1,0,0
3.0,2004,Q2,5,Closed,1,1,0,0,0,0
3.0,2004,Q2,5,Completed,80,11,16,2,0,0
3.0,2004,Q2,6,Completed,91,9,18,1,0,0
3.0,2004,Q3,7,Closed,1,1,0,0,0,0
3.0,2004,Q3,7,Completed,115,17,31,3,0,0
3.0,2004,Q3,8,Closed,1,1,0,0,0,0
3.0,2004,Q3,8,Completed,139,10,18,1,0,0
3.0,2004,Q3,9,Closed,1,1,0,0,0,0
3.0,2004,Q3,9,Completed,97,11,28,1,0,0
3.0,2004,Q4,10,Completed,75,10,19,1,0,0
3.0,2004,Q4,11,Completed,96,9,15,0,0,0
3.0,2004,Q4,12,Completed,81,9,7,0,0,0
3.0,2005,Q1,1,Completed,88,13,27,1,0,0
3.0,2005,Q1,2,Completed,84,10,14,0,0,0
3.0,2005,Q1,3,Closed,1,1,0,0,0,0
3.0,2005,Q1,3,Completed,82,7,16,1,0,0
3.0,2005,Q2,4,Completed,89,16,31,0,0,0
3.0,2005,Q2,5,Completed,104,9,10,2,0,0
3.0,2005,Q2,6,Completed,113,11,10,0,0,0
3.0,2005,Q3,7,Completed,103,17,14,1,0,0
3.0,2005,Q3,8,Closed,3,2,0,0,0,0
3.0,2005,Q3,8,Completed,98,11,20,0,0,0
3.0,2005,Q3,9,Completed,98,11,22,0,0,0
3.0,2005,Q4,10,Completed,107,12,9,0,0,0
3.0,2005,Q4,11,Completed,125,14,28,0,0,0
3.0,2005,Q4,12,Completed,78,9,30,0,0,0
3.0,2006,Q1,1,Closed,1,1,0,0,0,0
3.0,2006,Q1,1,Completed,110,11,28,0,0,0
3.0,2006,Q1,2,Completed,89,11,27,0,0,0
3.0,2006,Q1,3,Completed,145,18,41,1,0,0
3.0,2006,Q2,4,Completed,81,7,16,0,0,0
3.0,2006,Q2,5,Completed,94,11,24,0,0,0
3.0,2006,Q2,6,Completed,114,6,14,1,0,0
3.0,2006,Q3,7,Completed,122,11,28,1,0,0
3.0,2006,Q3,8,Completed,117,8,22,2,0,0
3.0,2006,Q3,9,Completed,144,19,18,1,0,0
3.0,2006,Q4,10,Completed,116,7,11,0,0,0
3.0,2006,Q4,11,Completed,99,10,41,0,0,0
3.0,2006,Q4,12,Completed,86,10,22,3,0,0
3.0,2007,Q1,1,Completed,108,10,33,1,0,0
3.0,2007,Q1,2,Completed,87,13,26,0,0,0
3.0,2007,Q1,3,Completed,104,15,32,0,0,0
3.0,2007,Q2,4,Completed,108,14,33,0,0,0
3.0,2007,Q2,5,Completed,142,12,20,0,0,0
3.0,2007,Q2,6,Completed,137,14,15,0,0,0
3.0,2007,Q3,7,Completed,136,12,15,0,0,0
3.0,2007,Q3,7,Initiated,4,4,4,0,0,0
3.0,2007,Q3,8,Completed,117,5,7,0,0,0
3.0,2007,Q3,9,Completed,92,8,13,0,0,0
3.0,2007,Q4,10,Completed,128,24,19,0,0,0
3.0,2007,Q4,11,Completed,76,5,10,0,0,0
3.0,2007,Q4,12,Completed,82,8,18,0,0,0
3.0,2008,Q1,1,Completed,93,11,19,0,0,0
3.0,2008,Q1,2,Completed,102,11,16,2,0,0
3.0,2008,Q1,3,Completed,109,8,26,1,0,0
3.0,2008,Q1,3,Referred to Law,1,1,1,0,0,0
3.0,2008,Q2,4,Completed,118,6,16,0,0,0
3.0,2008,Q2,5,Completed,109,3,10,0,0,0
3.0,2008,Q2,6,Completed,115,11,13,0,0,0
3.0,2008,Q2,6,NOV Issued,1,1,1,0,0,0
3.0,2008,Q3,7,Closed,1,0,0,0,0,0
3.0,2008,Q3,7,Completed,148,7,15,0,0,0
3.0,2008,Q3,8,Completed,118,10,14,1,0,0
3.0,2008,Q3,9,Completed,87,6,5,0,0,0
3.0,2008,Q4,10,Completed,93,8,14,0,0,0
3.0,2008,Q4,11,Completed,57,7,10,0,0,0
3.0,2008,Q4,12,Completed,58,7,15,0,0,0
3.0,2008,Q4,12,Under Investigation,1,1,0,0,0,0
3.0,2009,Q1,1,Closed,1,1,0,0,0,0
3.0,2009,Q1,1,Completed,79,11,15,0,0,0
3.0,2009,Q1,2,Completed,78,9,12,0,0,0
3.0,2009,Q1,3,Completed,85,5,16,2,0,0
3.0,2009,Q2,4,Completed,71,8,18,2,0,0
3.0,2009,Q2,5,Completed,92,9,11,0,0,0
3.0,2009,Q2,6,Completed,117,7,15,0,0,0
3.0,2009,Q3,7,Completed,115,6,24,0,0,0
3.0,2009,Q3,8,Completed,118,1,12,0,0,0
3.0,2009,Q3,9,Completed,99,6,19,0,0,0
3.0,2009,Q4,10,Completed,82,3,15,0,0,0
3.0,2009,Q4,11,Closed,2,0,0,0,0,0
3.0,2009,Q4,11,Completed,70,1,12,0,0,0
3.0,2009,Q4,12,Completed,65,5,15,0,0,0
3.0,2010,Q1,1,Completed,67,9,19,0,0,0
3.0,2010,Q1,2,Completed,79,5,15,0,0,0
3.0,2010,Q1,2,Referred to Law,1,0,1,0,0,0
3.0,2010,Q1,3,Completed,127,4,10,0,0,0
3.0,2010,Q1,3,NOV Issued,1,0,0,0,0,0
3.0,2010,Q2,4,Completed,81,3,11,0,0,0
3.0,2010,Q2,5,Completed,116,2,11,0,0,0
3.0,2010,Q2,6,Closed,1,1,0,0,0,0
