DISTRICT_ASSIGNED,LastInspYear,LastInspQuarter,LastInspMonthNum,StatusCurrent,TotalCases,Cases_NoInspection,Cases_Habitability,Cases_Retaliation,Cases_Retaliation_DuringMoratorium,Cases_WithNOV
2.0,2021.0,Q2,5.0,EO Vacate Close Issued,1,0,1,0,0,0
2.0,2021.0,Q2,5.0,Under Investigation,2,0,1,0,0,0
2.0,2021.0,Q2,6.0,Completed,32,0,7,0,0,0
2.0,2021.0,Q2,6.0,Under Investigation,1,0,1,0,0,0
2.0,2021.0,Q3,7.0,Completed,51,0,9,0,0,0
2.0,2021.0,Q3,7.0,Under Investigation,4,0,0,0,0,0
2.0,2021.0,Q3,7.0,Warning,1,0,1,0,0,0
2.0,2021.0,Q3,8.0,Closed,2,0,1,0,0,0
2.0,2021.0,Q3,8.0,Completed,69,0,15,0,0,0
2.0,2021.0,Q3,8.0,NOV Issued,1,0,1,0,0,0
2.0,2021.0,Q3,8.0,Under Investigation,2,0,0,0,0,0
2.0,2021.0,Q3,8.0,Warning,1,0,1,0,0,0
2.0,2021.0,Q3,8.0,Withdrawn,1,0,1,0,0,0
2.0,2021.0,Q3,9.0,Citation Issued,1,0,1,0,0,0
2.0,2021.0,Q3,9.0,Closed,4,0,0,0,0,0
2.0,2021.0,Q3,9.0,Completed,66,0,12,0,0,0
2.0,2021.0,Q3,9.0,Compliance Achieved,1,0,1,0,0,0
2.0,2021.0,Q3,9.0,EO Vacate Close Issued,1,0,1,0,0,0
2.0,2021.0,Q3,9.0,Initiated,1,0,1,0,0,0
2.0,2021.0,Q3,9.0,Under Investigation,3,0,1,0,0,0
2.0,2021.0,Q3,9.0,Warning,2,0,2,0,0,0
2.0,2021.0,Q4,10.0,Closed,2,0,0,0,0,0
2.0,2021.0,Q4,10.0,Completed,98,0,11,0,0,0
2.0,2021.0,Q4,10.0,EO Vacate Close Issued,5,0,5,0,0,0
2.0,2021.0,Q4,10.0,Initiated,1,0,1,0,0,0
2.0,2021.0,Q4,10.0,NOV Issued,2,0,1,0,0,0
2.0,2021.0,Q4,10.0,Warning,2,0,1,0,0,0
2.0,2021.0,Q4,11.0,Citation Issued,1,0,1,0,0,0
2.0,2021.0,Q4,11.0,Closed,1,0,0,0,0,0
2.0,2021.0,Q4,11.0,Completed,119,0,49,0,0,0
2.0,2021.0,Q4,11.0,Initiated,1,0,1,0,0,0
2.0,2021.0,Q4,11.0,NOV Issued,3,0,2,0,0,0
2.0,2021.0,Q4,11.0,Under Investigation,3,0,0,0,0,0
2.0,2021.0,Q4,12.0,Citation Issued,1,0,1,0,0,0
2.0,2021.0,Q4,12.0,Closed,2,0,0,0,0,0
2.0,2021.0,Q4,12.0,Completed,68,0,22,0,0,0
2.0,2021.0,Q4,12.0,Initiated,2,0,2,0,0,0
2.0,2022.0,Q1,1.0,Citation Issued,1,0,0,0,0,0
2.0,2022.0,Q1,1.0,Completed,41,0,13,0,0,0
2.0,2022.0,Q1,1.0,Under Investigation,2,0,0,0,0,0
2.0,2022.0,Q1,1.0,Warning,1,0,1,0,0,0
2.0,2022.0,Q1,2.0,Closed,2,0,2,0,0,0
2.0,2022.0,Q1,2.0,Completed,41,0,12,0,0,0
2.0,2022.0,Q1,2.0,Under Investigation,2,0,1,0,0,0
2.0,2022.0,Q1,2.0,Withdrawn,1,0,0,0,0,0
2.0,2022.0,Q1,3.0,Closed,1,0,0,0,0,0
2.0,2022.0,Q1,3.0,Completed,68,0,21,1,0,0
2.0,2022.0,Q1,3.0,NOV Issued,1,0,0,0,0,0
2.0,2022.0,Q1,3.0,Under Investigation,1,0,0,0,0,0
2.0,2022.0,Q2,4.0,Completed,36,0,13,1,1,0
2.0,2022.0,Q2,4.0,NOV Issued,1,0,1,0,0,0
2.0,2022.0,Q2,4.0,Under Investigation,1,0,0,0,0,0
2.0,2022.0,Q2,4.0,Withdrawn,1,0,1,0,0,0
2.0,2022.0,Q2,5.0,Closed,4,0,3,1,0,0
2.0,2022.0,Q2,5.0,Completed,69,0,12,3,0,0
2.0,2022.0,Q2,5.0,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2022.0,Q2,5.0,NOV Issued,3,0,1,0,0,0
2.0,2022.0,Q2,6.0,Closed,1,0,0,0,0,0
2.0,2022.0,Q2,6.0,Completed,46,0,10,1,0,0
2.0,2022.0,Q2,6.0,Under Investigation,1,0,0,0,0,0
2.0,2022.0,Q3,7.0,Closed,3,0,0,0,0,0
2.0,2022.0,Q3,7.0,Completed,48,0,10,0,0,0
2.0,2022.0,Q3,7.0,NOV Issued,2,0,2,0,0,0
2.0,2022.0,Q3,7.0,Warning,1,0,1,0,0,0
2.0,2022.0,Q3,8.0,Closed,1,0,0,0,0,0
2.0,2022.0,Q3,8.0,Completed,43,0,10,0,0,0
2.0,2022.0,Q3,8.0,Under Investigation,4,0,0,0,0,0
2.0,2022.0,Q3,9.0,Closed,3,0,0,0,0,0
2.0,2022.0,Q3,9.0,Completed,33,0,5,0,0,0
2.0,2022.0,Q3,9.0,Under Investigation,1,0,0,0,0,0
2.0,2022.0,Q3,9.0,Warning,1,0,0,0,0,0
2.0,2022.0,Q4,10.0,Closed,3,0,1,0,0,0
2.0,2022.0,Q4,10.0,Completed,32,0,10,0,0,0
2.0,2022.0,Q4,10.0,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2022.0,Q4,10.0,Referred to Law,1,0,0,0,0,0
2.0,2022.0,Q4,10.0,Under Investigation,1,0,0,0,0,0
2.0,2022.0,Q4,11.0,Closed,3,0,0,0,0,0
2.0,2022.0,Q4,11.0,Completed,38,0,8,0,0,0
2.0,2022.0,Q4,11.0,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2022.0,Q4,11.0,Under Investigation,2,0,0,0,0,0
2.0,2022.0,Q4,11.0,Withdrawn,1,0,0,0,0,0
2.0,2022.0,Q4,12.0,Closed,1,0,0,0,0,0
2.0,2022.0,Q4,12.0,Completed,48,0,11,0,0,0
2.0,2022.0,Q4,12.0,Initiated,1,0,0,0,0,0
2.0,2022.0,Q4,12.0,Under Investigation,1,0,1,0,0,0
2.0,2023.0,Q1,1.0,Citation Issued,1,0,0,0,0,0
2.0,2023.0,Q1,1.0,Closed,1,0,0,0,0,0
2.0,2023.0,Q1,1.0,Completed,41,0,4,0,0,0
2.0,2023.0,Q1,1.0,Initiated,1,0,0,0,0,0
2.0,2023.0,Q1,1.0,NOV Issued,1,0,0,0,0,0
2.0,2023.0,Q1,1.0,Open Duplicate,1,0,0,0,0,0
2.0,2023.0,Q1,1.0,Under Investigation,7,0,0,0,0,0
2.0,2023.0,Q1,2.0,Closed,1,0,1,0,0,0
2.0,2023.0,Q1,2.0,Completed,42,0,3,0,0,0
2.0,2023.0,Q1,2.0,Under Investigation,5,0,1,0,0,0
2.0,2023.0,Q1,3.0,Closed,5,0,0,0,0,0
2.0,2023.0,Q1,3.0,Completed,72,0,12,1,0,0
2.0,2023.0,Q1,3.0,NOV Issued,2,0,0,0,0,0
2.0,2023.0,Q1,3.0,Referred to Law,1,0,1,0,0,0
2.0,2023.0,Q1,3.0,Under Investigation,9,0,3,0,0,0
2.0,2023.0,Q2,4.0,Closed,2,0,0,0,0,0
2.0,2023.0,Q2,4.0,Completed,37,0,5,0,0,0
2.0,2023.0,Q2,4.0,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2023.0,Q2,4.0,NOV Issued,2,0,1,0,0,0
2.0,2023.0,Q2,4.0,Stop Work Issued,1,0,0,0,0,0
2.0,2023.0,Q2,4.0,Under Investigation,4,0,0,0,0,0
2.0,2023.0,Q2,5.0,Completed,56,0,6,0,0,0
2.0,2023.0,Q2,5.0,NOV Issued,1,0,0,0,0,0
2.0,2023.0,Q2,5.0,Under Investigation,3,0,0,0,0,0
2.0,2023.0,Q2,6.0,Closed,3,0,3,0,0,0
2.0,2023.0,Q2,6.0,Completed,69,0,5,1,0,0
2.0,2023.0,Q2,6.0,EO Vacate Close Issued,2,0,1,0,0,0
2.0,2023.0,Q2,6.0,Warning,1,0,0,0,0,0
2.0,2023.0,Q2,6.0,Withdrawn,2,0,0,0,0,0
2.0,2023.0,Q3,7.0,Closed,6,0,0,0,0,0
2.0,2023.0,Q3,7.0,Completed,97,0,10,0,0,0
2.0,2023.0,Q3,7.0,Initiated,1,0,0,0,0,0
2.0,2023.0,Q3,7.0,Open Duplicate,1,0,0,0,0,0
2.0,2023.0,Q3,7.0,Under Investigation,4,0,1,0,0,0
2.0,2023.0,Q3,8.0,Citation Issued,1,0,0,0,0,0
2.0,2023.0,Q3,8.0,Closed,1,0,0,0,0,0
2.0,2023.0,Q3,8.0,Completed,93,0,2,0,0,0
2.0,2023.0,Q3,8.0,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2023.0,Q3,8.0,NOV Issued,1,0,0,0,0,0
2.0,2023.0,Q3,8.0,Under Investigation,1,0,1,0,0,0
2.0,2023.0,Q3,8.0,Withdrawn,1,0,0,0,0,0
2.0,2023.0,Q3,9.0,Closed,2,0,2,0,0,0
2.0,2023.0,Q3,9.0,Completed,70,0,3,0,0,0
2.0,2023.0,Q3,9.0,NOV Issued,2,0,1,0,0,0
2.0,2023.0,Q3,9.0,Under Investigation,7,0,4,0,0,0
2.0,2023.0,Q4,10.0,Completed,75,0,9,1,0,0
2.0,2023.0,Q4,10.0,NOV Issued,2,0,0,0,0,0
2.0,2023.0,Q4,10.0,Referred to Law,1,0,0,0,0,0
2.0,2023.0,Q4,10.0,Under Investigation,4,0,2,0,0,0
2.0,2023.0,Q4,10.0,Withdrawn,1,0,0,0,0,0
2.0,2023.0,Q4,11.0,Closed,2,0,0,0,0,0
2.0,2023.0,Q4,11.0,Completed,66,0,7,1,0,0
2.0,2023.0,Q4,11.0,Under Investigation,7,0,0,0,0,0
2.0,2023.0,Q4,12.0,Closed,1,0,0,0,0,0
2.0,2023.0,Q4,12.0,Completed,71,0,7,2,0,0
2.0,2023.0,Q4,12.0,NOV Issued,1,0,0,0,0,0
2.0,2023.0,Q4,12.0,Under Investigation,7,0,1,0,0,0
2.0,2024.0,Q1,1.0,Completed,49,0,8,0,0,0
2.0,2024.0,Q1,1.0,Under Investigation,6,0,4,1,0,0
2.0,2024.0,Q1,2.0,Completed,53,0,3,0,0,0
2.0,2024.0,Q1,2.0,NOV Issued,1,0,0,0,0,0
2.0,2024.0,Q1,2.0,Under Investigation,4,0,1,0,0,0
2.0,2024.0,Q1,3.0,Completed,70,0,7,3,0,0
2.0,2024.0,Q1,3.0,Initiated,2,0,1,2,0,0
2.0,2024.0,Q1,3.0,NOV Issued,2,0,0,0,0,0
2.0,2024.0,Q2,4.0,Citation Issued,1,0,0,0,0,0
2.0,2024.0,Q2,4.0,Completed,89,0,6,0,0,0
2.0,2024.0,Q2,4.0,EO Vacate Close Issued,4,0,0,0,0,0
2.0,2024.0,Q2,4.0,NOV Issued,1,0,0,0,0,0
2.0,2024.0,Q2,4.0,Under Investigation,6,0,1,0,0,0
2.0,2024.0,Q2,4.0,Warning,1,0,0,0,0,0
2.0,2024.0,Q2,4.0,Withdrawn,1,0,0,0,0,0
2.0,2024.0,Q2,5.0,Citation Issued,1,0,0,0,0,0
2.0,2024.0,Q2,5.0,Closed,1,0,0,0,0,0
2.0,2024.0,Q2,5.0,Completed,82,0,6,0,0,0
2.0,2024.0,Q2,5.0,Hazard Correction Order Issued,1,0,0,0,0,0
2.0,2024.0,Q2,5.0,Initiated,2,0,0,0,0,0
2.0,2024.0,Q2,5.0,NOV Issued,3,0,2,0,0,0
2.0,2024.0,Q2,5.0,Under Investigation,1,0,0,0,0,0
2.0,2024.0,Q2,5.0,Withdrawn,1,0,0,0,0,0
2.0,2024.0,Q2,6.0,Closed,1,0,0,0,0,0
2.0,2024.0,Q2,6.0,Completed,101,0,6,1,0,0
2.0,2024.0,Q2,6.0,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2024.0,Q2,6.0,Initiated,1,0,0,0,0,0
2.0,2024.0,Q2,6.0,NOV Issued,1,0,0,0,0,0
2.0,2024.0,Q2,6.0,Under Investigation,6,0,1,0,0,0
2.0,2024.0,Q3,7.0,Citation Issued,1,0,0,0,0,0
2.0,2024.0,Q3,7.0,Closed,5,0,0,0,0,0
2.0,2024.0,Q3,7.0,Completed,102,0,8,0,0,0
2.0,2024.0,Q3,7.0,NOV Issued,2,0,1,0,0,0
2.0,2024.0,Q3,7.0,Under Investigation,1,0,0,0,0,0
2.0,2024.0,Q3,8.0,Citation Issued,2,0,0,0,0,0
2.0,2024.0,Q3,8.0,Closed,2,0,0,0,0,0
2.0,2024.0,Q3,8.0,Completed,141,0,11,0,0,0
2.0,2024.0,Q3,8.0,Initiated,1,0,0,0,0,0
2.0,2024.0,Q3,8.0,NOV Issued,3,0,1,0,0,0
2.0,2024.0,Q3,8.0,Under Investigation,5,0,0,0,0,0
2.0,2024.0,Q3,8.0,Withdrawn,1,0,0,0,0,0
2.0,2024.0,Q3,9.0,Closed,1,0,1,0,0,0
2.0,2024.0,Q3,9.0,Completed,76,0,6,0,0,0
2.0,2024.0,Q3,9.0,Initiated,1,0,0,0,0,0
2.0,2024.0,Q3,9.0,NOV Issued,1,0,0,0,0,0
2.0,2024.0,Q3,9.0,Under Investigation,3,0,0,0,0,0
2.0,2024.0,Q4,10.0,Completed,85,0,11,1,0,0
2.0,2024.0,Q4,10.0,NOV Issued,2,0,2,0,0,0
2.0,2024.0,Q4,10.0,Under Investigation,5,0,2,0,0,0
2.0,2024.0,Q4,10.0,Warning,1,0,0,0,0,0
2.0,2024.0,Q4,11.0,Completed,63,0,7,1,0,0
2.0,2024.0,Q4,11.0,Under Investigation,3,0,0,0,0,0
2.0,2024.0,Q4,12.0,Completed,46,0,6,0,0,0
2.0,2024.0,Q4,12.0,EO Vacate Close Issued,6,0,0,0,0,0
2.0,2024.0,Q4,12.0,NOV Issued,2,0,0,0,0,0
2.0,2024.0,Q4,12.0,Under Investigation,4,0,1,0,0,0
2.0,2025.0,Q1,1.0,Closed,3,0,1,0,0,0
2.0,2025.0,Q1,1.0,Completed,70,0,9,1,0,0
2.0,2025.0,Q1,1.0,EO Vacate Close Issued,5,0,0,0,0,0
2.0,2025.0,Q1,1.0,NOV Issued,1,0,0,0,0,0
2.0,2025.0,Q1,1.0,Referred to Law,1,0,0,0,0,0
2.0,2025.0,Q1,1.0,Under Investigation,2,0,0,0,0,0
2.0,2025.0,Q1,1.0,Warning,1,0,0,0,0,0
2.0,2025.0,Q1,2.0,Closed,2,0,1,0,0,0
2.0,2025.0,Q1,2.0,Completed,57,0,9,0,0,0
2.0,2025.0,Q1,2.0,NOV Issued,3,0,2,0,0,0
2.0,2025.0,Q1,2.0,Under Investigation,2,0,0,0,0,0
2.0,2025.0,Q1,3.0,Closed,1,0,0,0,0,0
2.0,2025.0,Q1,3.0,Completed,40,0,2,0,0,0
2.0,2025.0,Q1,3.0,Compliance Achieved,1,0,0,0,0,0
2.0,2025.0,Q1,3.0,EO Vacate Close Issued,7,0,0,0,0,0
2.0,2025.0,Q1,3.0,NOV Issued,1,0,1,0,0,0
2.0,2025.0,Q1,3.0,Under Investigation,4,0,0,0,0,0
2.0,2025.0,Q2,4.0,Citation Issued,1,0,0,0,0,0
2.0,2025.0,Q2,4.0,Closed,1,0,0,0,0,0
2.0,2025.0,Q2,4.0,Completed,73,0,6,1,0,0
2.0,2025.0,Q2,4.0,Initiated,3,0,0,0,0,0
2.0,2025.0,Q2,4.0,NOV Issued,1,0,0,0,0,0
2.0,2025.0,Q2,4.0,Open Duplicate,1,0,0,0,0,0
2.0,2025.0,Q2,4.0,Under Investigation,5,0,0,0,0,0
2.0,2025.0,Q2,4.0,Warning,1,0,0,0,0,0
2.0,2025.0,Q2,5.0,Closed,2,0,2,0,0,0
2.0,2025.0,Q2,5.0,Completed,57,0,5,0,0,0
2.0,2025.0,Q2,5.0,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2025.0,Q2,5.0,Initiated,3,0,0,0,0,0
2.0,2025.0,Q2,5.0,NOV Issued,2,0,0,0,0,0
2.0,2025.0,Q2,5.0,Under Investigation,2,0,0,0,0,0
2.0,2025.0,Q2,5.0,Warning,1,0,0,0,0,0
2.0,2025.0,Q2,6.0,Closed,3,0,1,0,0,0
2.0,2025.0,Q2,6.0,Completed,38,0,12,0,0,0
2.0,2025.0,Q2,6.0,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2025.0,Q2,6.0,NOV Issued,3,0,2,0,0,0
2.0,2025.0,Q2,6.0,Referred to Law,1,0,1,0,0,0
2.0,2025.0,Q2,6.0,Under Investigation,4,0,3,0,0,0
2.0,2025.0,Q2,6.0,Warning,1,0,0,0,0,0
2.0,2025.0,Q3,7.0,Completed,121,0,9,0,0,0
2.0,2025.0,Q3,7.0,EO Vacate Close Issued,5,0,0,0,0,0
2.0,2025.0,Q3,7.0,Initiated,2,0,1,0,0,0
2.0,2025.0,Q3,7.0,NOV Issued,1,0,1,0,0,0
2.0,2025.0,Q3,7.0,Referred to Law,1,0,0,0,0,0
2.0,2025.0,Q3,7.0,Under Investigation,8,0,0,0,0,0
2.0,2025.0,Q3,8.0,Closed,5,0,1,1,0,0
2.0,2025.0,Q3,8.0,Completed,72,0,8,0,0,0
2.0,2025.0,Q3,8.0,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2025.0,Q3,8.0,Initiated,1,0,1,0,0,0
2.0,2025.0,Q3,8.0,NOV Issued,2,0,0,0,0,0
2.0,2025.0,Q3,8.0,Under Investigation,3,0,0,0,0,0
2.0,2025.0,Q3,9.0,Closed,1,0,0,0,0,0
2.0,2025.0,Q3,9.0,Completed,50,0,1,0,0,0
2.0,2025.0,Q3,9.0,EO Vacate Close Issued,1,0,0,0,0,0
2.0,2025.0,Q3,9.0,NOV Issued,2,0,0,0,0,0
2.0,2025.0,Q3,9.0,Under Investigation,3,0,0,0,0,0
2.0,2025.0,Q3,9.0,Warning,1,0,0,0,0,0
2.0,2025.0,Q4,10.0,Completed,60,0,4,0,0,0
2.0,2025.0,Q4,10.0,EO Vacate Close Issued,3,0,0,0,0,0
2.0,2025.0,Q4,10.0,Initiated,2,0,0,0,0,0
2.0,2025.0,Q4,10.0,NOV Issued,2,0,1,0,0,0
2.0,2025.0,Q4,10.0,Under Investigation,9,0,1,0,0,0
2.0,2025.0,Q4,10.0,Warning,1,0,0,0,0,0
2.0,,,,Application Completed,5,5,5,0,0,0
2.0,,,,Citation Issued,23,23,7,0,0,0
2.0,,,,Closed,2268,2268,1376,87,28,0
2.0,,,,Completed,8915,8915,2470,273,36,0
2.0,,,,Compliance Achieved,4,4,3,1,0,0
2.0,,,,EO Repair Restore Issued,3,3,2,0,0,0
2.0,,,,EO Vacate Close Issued,1,1,1,0,0,0
2.0,,,,Hazard Correction Order Issued,12,12,2,0,0,0
2.0,,,,Initiated,211,211,94,2,0,0
2.0,,,,Issued,11,11,11,0,0,0
2.0,,,,NOV Issued,201,201,69,2,0,0
2.0,,,,Open Duplicate,127,127,31,1,0,0
2.0,,,,Referred to Law,13,13,2,1,0,0
2.0,,,,Reviews Completed,11,11,11,0,0,0
2.0,,,,Reviews In Process,4,4,4,0,0,0
2.0,,,,Stop Work Issued,6,6,0,0,0,0
2.0,,,,Under Investigation,1137,1137,429,42,1,0
2.0,,,,Warning,14,14,3,1,0,0
3.0,2003.0,Q2,5.0,Completed,1,0,0,0,0,0
3.0,2003.0,Q3,9.0,Completed,1,0,0,0,0,0
3.0,2003.0,Q4,11.0,Completed,17,0,4,0,0,0
3.0,2003.0,Q4,12.0,Completed,37,0,6,0,0,0
3.0,2004.0,Q1,1.0,Completed,40,0,10,0,0,0
3.0,2004.0,Q1,2.0,Completed,45,0,13,0,0,0
3.0,2004.0,Q1,3.0,Completed,73,0,12,1,0,0
3.0,2004.0,Q2,4.0,Completed,74,0,7,0,0,0
3.0,2004.0,Q2,5.0,Completed,53,0,9,2,0,0
3.0,2004.0,Q2,6.0,Completed,79,0,6,0,0,0
3.0,2004.0,Q3,7.0,Completed,76,0,15,2,0,0
3.0,2004.0,Q3,8.0,Completed,115,0,12,2,0,0
3.0,2004.0,Q3,9.0,Completed,90,0,18,2,0,0
3.0,2004.0,Q4,10.0,Completed,75,0,16,1,0,0
3.0,2004.0,Q4,11.0,Completed,89,0,17,1,0,0
3.0,2004.0,Q4,12.0,Completed,66,0,3,0,0,0
3.0,2005.0,Q1,1.0,Completed,78,0,18,0,0,0
3.0,2005.0,Q1,2.0,Completed,78,0,13,1,0,0
3.0,2005.0,Q1,3.0,Completed,76,0,10,1,0,0
3.0,2005.0,Q2,4.0,Completed,65,0,16,0,0,0
3.0,2005.0,Q2,5.0,Completed,82,0,12,1,0,0
3.0,2005.0,Q2,6.0,Completed,90,0,9,1,0,0
3.0,2005.0,Q3,7.0,Completed,91,0,6,0,0,0
3.0,2005.0,Q3,8.0,Closed,1,0,0,0,0,0
3.0,2005.0,Q3,8.0,Completed,94,0,11,0,0,0
3.0,2005.0,Q3,9.0,Completed,81,0,10,0,0,0
3.0,2005.0,Q4,10.0,Completed,82,0,7,1,0,0
3.0,2005.0,Q4,11.0,Completed,109,0,19,0,0,0
3.0,2005.0,Q4,12.0,Completed,80,0,20,0,0,0
3.0,2006.0,Q1,1.0,Completed,88,0,17,0,0,0
3.0,2006.0,Q1,2.0,Completed,76,0,18,0,0,0
3.0,2006.0,Q1,3.0,Completed,113,0,24,0,0,0
3.0,2006.0,Q2,4.0,Completed,78,0,13,1,0,0
3.0,2006.0,Q2,5.0,Completed,84,0,11,0,0,0
3.0,2006.0,Q2,6.0,Completed,85,0,17,0,0,0
3.0,2006.0,Q3,7.0,Completed,97,0,17,1,0,0
3.0,2006.0,Q3,8.0,Completed,140,0,14,0,0,0
3.0,2006.0,Q3,9.0,Completed,103,0,13,2,0,0
3.0,2006.0,Q4,10.0,Completed,112,0,13,0,0,0
3.0,2006.0,Q4,11.0,Completed,104,0,25,0,0,0
3.0,2006.0,Q4,12.0,Completed,80,0,23,1,0,0
3.0,2007.0,Q1,1.0,Completed,92,0,23,1,0,0
3.0,2007.0,Q1,2.0,Completed,90,0,27,1,0,0
3.0,2007.0,Q1,3.0,Completed,89,0,23,0,0,0
3.0,2007.0,Q2,4.0,Completed,72,0,21,1,0,0
3.0,2007.0,Q2,5.0,Completed,117,0,21,0,0,0
3.0,2007.0,Q2,6.0,Completed,110,0,16,0,0,0
3.0,2007.0,Q3,7.0,Completed,134,0,10,0,0,0
3.0,2007.0,Q3,8.0,Completed,123,0,13,0,0,0
3.0,2007.0,Q3,9.0,Completed,84,0,8,0,0,0
3.0,2007.0,Q4,10.0,Completed,103,0,13,0,0,0
3.0,2007.0,Q4,11.0,Completed,72,0,12,1,0,0
3.0,2007.0,Q4,12.0,Completed,74,0,18,0,0,0
3.0,2008.0,Q1,1.0,Completed,93,0,12,0,0,0
3.0,2008.0,Q1,2.0,Completed,95,0,16,2,0,0
3.0,2008.0,Q1,3.0,Completed,96,0,13,0,0,0
3.0,2008.0,Q2,4.0,Completed,99,0,10,0,0,0
3.0,2008.0,Q2,5.0,Completed,102,0,14,0,0,0
3.0,2008.0,Q2,6.0,Completed,112,0,7,0,0,0
3.0,2008.0,Q3,7.0,Closed,1,0,0,0,0,0
3.0,2008.0,Q3,7.0,Completed,121,0,10,0,0,0
3.0,2008.0,Q3,8.0,Completed,119,0,7,0,0,0
3.0,2008.0,Q3,9.0,Completed,90,0,10,0,0,0
3.0,2008.0,Q4,10.0,Completed,99,0,10,0,0,0
3.0,2008.0,Q4,11.0,Completed,64,0,10,0,0,0
3.0,2008.0,Q4,12.0,Completed,57,0,10,0,0,0
3.0,2009.0,Q1,1.0,Completed,63,0,12,0,0,0
3.0,2009.0,Q1,2.0,Completed,71,0,11,0,0,0
3.0,2009.0,Q1,3.0,Completed,63,0,9,1,0,0
3.0,2009.0,Q2,4.0,Completed,77,0,16,2,0,0
3.0,2009.0,Q2,5.0,Completed,82,0,11,0,0,0
3.0,2009.0,Q2,6.0,Completed,101,0,15,0,0,0
3.0,2009.0,Q3,7.0,Completed,97,0,10,1,0,0
3.0,2009.0,Q3,8.0,Completed,111,0,19,0,0,0
3.0,2009.0,Q3,9.0,Completed,88,0,14,0,0,0
3.0,2009.0,Q4,10.0,Completed,113,0,11,0,0,0
3.0,2009.0,Q4,11.0,Closed,1,0,0,0,0,0
3.0,2009.0,Q4,11.0,Completed,61,0,11,0,0,0
3.0,2009.0,Q4,12.0,Closed,1,0,0,0,0,0
3.0,2009.0,Q4,12.0,Completed,87,0,17,0,0,0
3.0,2010.0,Q1,1.0,Completed,63,0,9,0,0,0
3.0,2010.0,Q1,2.0,Completed,58,0,9,0,0,0
3.0,2010.0,Q1,3.0,Completed,108,0,14,0,0,0
3.0,2010.0,Q2,4.0,Completed,99,0,10,0,0,0
3.0,2010.0,Q2,5.0,Completed,92,0,14,0,0,0
3.0,2010.0,Q2,6.0,Completed,98,0,6,0,0,0
3.0,2010.0,Q3,7.0,Completed,111,0,12,1,0,0
3.0,2010.0,Q3,8.0,Completed,105,0,7,0,0,0
3.0,2010.0,Q3,9.0,Completed,89,0,10,0,0,0
3.0,2010.0,Q4,10.0,Completed,124,0,10,1,0,0
3.0,2010.0,Q4,11.0,Closed,1,0,0,0,0,0
3.0,2010.0,Q4,11.0,Completed,83,0,14,0,0,0
3.0,2010.0,Q4,11.0,Referred to Law,1,0,1,0,0,0
3.0,2010.0,Q4,12.0,Completed,92,0,9,0,0,0
3.0,2011.0,Q1,1.0,Completed,74,0,12,0,0,0
3.0,2011.0,Q1,2.0,Completed,60,0,10,0,0,0
3.0,2011.0,Q1,3.0,Completed,89,0,13,1,0,0
3.0,2011.0,Q2,4.0,Completed,70,0,7,0,0,0
3.0,2011.0,Q2,5.0,Completed,46,0,13,2,0,0
3.0,2011.0,Q2,6.0,Completed,59,0,12,0,0,0
3.0,2011.0,Q3,7.0,Completed,50,0,4,1,0,0
3.0,2011.0,Q3,8.0,Closed,1,0,0,0,0,0
3.0,2011.0,Q3,8.0,Completed,85,0,9,1,0,0
3.0,2011.0,Q3,9.0,Completed,84,0,14,0,0,0
3.0,2011.0,Q4,10.0,Completed,62,0,12,1,0,0
3.0,2011.0,Q4,11.0,Completed,57,0,20,1,0,0
3.0,2011.0,Q4,12.0,Completed,47,0,9,1,0,0
3.0,2012.0,Q1,1.0,Completed,43,0,5,1,0,0
3.0,2012.0,Q1,2.0,Completed,68,0,11,2,0,0
3.0,2012.0,Q1,3.0,Completed,63,0,12,2,0,0
3.0,2012.0,Q2,4.0,Completed,50,0,9,1,0,0
3.0,2012.0,Q2,5.0,Completed,68,0,14,0,0,0
3.0,2012.0,Q2,6.0,Completed,56,0,11,0,0,0
3.0,2012.0,Q3,7.0,Completed,87,0,12,0,0,0
3.0,2012.0,Q3,8.0,Completed,74,0,10,0,0,0
3.0,2012.0,Q3,9.0,Completed,78,0,14,0,0,0
3.0,2012.0,Q4,10.0,Completed,77,0,13,0,0,0
3.0,2012.0,Q4,11.0,Completed,58,0,10,0,0,0
3.0,2012.0,Q4,12.0,Completed,51,0,8,0,0,0
3.0,2013.0,Q1,1.0,Completed,55,0,14,0,0,0
3.0,2013.0,Q1,2.0,Completed,67,0,13,0,0,0
3.0,2013.0,Q1,3.0,Completed,50,0,5,0,0,0
3.0,2013.0,Q2,4.0,Completed,93,0,12,0,0,0
3.0,2013.0,Q2,5.0,Completed,83,0,9,0,0,0
3.0,2013.0,Q2,6.0,Closed,2,0,0,0,0,0
3.0,2013.0,Q2,6.0,Completed,92,0,10,1,0,0
3.0,2013.0,Q3,7.0,Completed,74,0,14,0,0,0
3.0,2013.0,Q3,8.0,Completed,92,0,7,0,0,0
